isbn13,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count
,"Nepālī Kāvya-Saṅgoshṭhī, Saṃvat 2050, Pokharā-Dhulābārī",Nepālī Kāvya-Saṅgoshṭhī,Nepali Literature,On Nepali poetry; seminar papers.,1993,0.0,91,0
9788187138181.0,Nonsense verses from Nepal,Mani Dixit,Nepali Literature,Collection of limericks.,2000,0.0,161,0
9789937589857.0,काव्य विमर्श,अमर गिरी; नेपाल प्रज्ञा प्रतिष्ठान,Nepali Literature,On Nepali poetic criticism;  papers presented at a conference organized by the Nepāla Prajñā Pratishṭhāna.,2015,0.0,204,0
9789937331258.0,Ubhiera eklai,Navīna Prācīna,Nepali Literature,"A Nepali literary work titled 'Ubhiera eklai' by Navīna Prācīna, featuring the stories, culture and voice of Nepal.",2016,0.0,181,0
,"Kavi, kavitā, ra kavitāko siddhānta",Chudanath Bhattarai,Nepali Literature,"A Nepali literary work titled 'Kavi, kavitā, ra kavitāko siddhānta' by Chudanath Bhattarai, featuring the stories, culture and voice of Nepal.",1962,0.0,148,0
9789937854108.0,Thāru lokasaṃskr̥ti ra cāḍabāḍa,Phani Śyāma Thāru,Nepali Literature,Study on the folk songs of Tharu community of Nepal.,2012,0.0,440,0
,Poems by Nepali women,Shailendra K. Singh,Nepali Literature,"A Nepali literary work titled 'Poems by Nepali women' by Shailendra K. Singh, featuring the stories, culture and voice of Nepal.",1994,0.0,51,0
,Rāghavālaṅkāra,Kul Chandra Gautam,Nepali Literature,"A Nepali literary work titled 'Rāghavālaṅkāra' by Kul Chandra Gautam, featuring the stories, culture and voice of Nepal.",1958,0.0,200,0
9789994697755.0,Nepālī gītisrashṭā,"Risāla, Rāmamaṇi",Nepali Literature,Study on Nepali lyrical poetry; includes brief profile of well known lyricists.,2006,0.0,146,0
9789937589505.0,Nepālī kavitāmā mahilālekhana,Līlā Luiṭela,Nepali Literature,Study on Nepali poetry by women authors.,2013,0.0,208,0
9789937245890.0,Nepālī kavitākā vikāsamā Bhānubhakta Ācāryāko yogadāna,Bhadravīra Adhikārī,Nepali Literature,"Contribution of Bhānubhakta, 1812-1868, in the growth of Nepali poetry; a research work.",2012,0.0,491,0
9788186654125.0,Mahimnaḥstava,Puṣpadanta,Nepali Literature,"Classical hymn to Śiva, Hindu deity; includes Śaktimahimnahstotra, hymn to Tripurasundarī, Hindu deity, traditionally ascribed to Durvāsā.",1900,5.0,75,1
,Śākuntala-śabdārtha-sañcaya,Hemacandra Pokharela,Nepali Literature,"A Nepali literary work titled 'Śākuntala-śabdārtha-sañcaya' by Hemacandra Pokharela, featuring the stories, culture and voice of Nepal.",1988,0.0,155,0
,Muṭuko vyathā,Bālakr̥shṇa Sama,Nepali Literature,"A Nepali literary work titled 'Muṭuko vyathā' by Bālakr̥shṇa Sama, featuring the stories, culture and voice of Nepal.",1982,0.0,119,0
9789994689309.0,Antima lāsa,Pushpa Ācārya,Nepali Literature,"A Nepali literary work titled 'Antima lāsa' by Pushpa Ācārya, featuring the stories, culture and voice of Nepal.",2006,0.0,120,0
9789994670659.0,Mero chorā! meri chorī!!,Rośana Suvedī,Nepali Literature,"A Nepali literary work titled 'Mero chorā! meri chorī!!' by Rośana Suvedī, featuring the stories, culture and voice of Nepal.",2006,0.0,146,0
,Sājhā ekāṅkī,Unknown,Nepali Literature,"A Nepali literary work titled 'Sājhā ekāṅkī' by Unknown, featuring the stories, culture and voice of Nepal.",1968,0.0,240,0
,Nepālī ekāṅkī,Keśavaprasāda Upādhyāya; Gopīkr̥shṇa Śarmā,Nepali Literature,"A Nepali literary work titled 'Nepālī ekāṅkī' by Keśavaprasāda Upādhyāya, featuring the stories, culture and voice of Nepal.",1991,0.0,0,0
,Nepālī nāṭaka,Rājendra Parājulī,Nepali Literature,Collection of plays by contemporary Nepali authors.,1998,0.0,188,0
,Bām̐surī ātaṅka,Śārdūla Bhaṭṭarāī,Nepali Literature,"A Nepali literary work titled 'Bām̐surī ātaṅka' by Śārdūla Bhaṭṭarāī, featuring the stories, culture and voice of Nepal.",2007,0.0,190,0
,Deva,Yuvarāja Śarmā Kāphle,Nepali Literature,"A Nepali literary work titled 'Deva' by Yuvarāja Śarmā Kāphle, featuring the stories, culture and voice of Nepal.",1973,0.0,72,0
9789937248617.0,Kathā mīṭho sāraṅgīko bhalākusārī,Khagendra Lāmichāne,Nepali Literature,Collection of plays; broadcast as radio program; includes interviews with authors.,2013,0.0,469,0
,Juju Jayaprakāśayā Rȧtneśvara prādurbhāva,Jai Prakash Raja of Kathmandu,Nepali Literature,"A Nepali literary work titled 'Juju Jayaprakāśayā Rȧtneśvara prādurbhāva' by Jai Prakash Raja of Kathmandu, featuring the stories, culture and voice of Nepal.",1964,0.0,61,0
,Andhavega,Bālakr̥shṇa Sama,Nepali Literature,"A Nepali literary work titled 'Andhavega' by Bālakr̥shṇa Sama, featuring the stories, culture and voice of Nepal.",1939,0.0,136,0
9789993340690.0,Samakālīna Nepālī nāṭaka,Aśesha Malla,Nepali Literature,Anthology of Nepali plays.,2000,0.0,199,0
9789994643738.0,Pratinidhī Nepālī nāṭaka,Kr̥shṇa Śāha Yātrī,Nepali Literature,Selection of Nepali plays.,2007,0.0,527,0
,Parijātakā nāṭaka,Pārijāta,Nepali Literature,Collection of plays.,2008,0.0,65,0
,[South Asia Pamphlet Collection.,Unknown,Nepali Literature,"A Nepali literary work titled '[South Asia Pamphlet Collection.' by Unknown, featuring the stories, culture and voice of Nepal.",1948,0.0,0,0
9789994655069.0,Ājudyaḥ,Satyamohana Jośī,Nepali Literature,"A Nepali literary work titled 'Ājudyaḥ' by Satyamohana Jośī, featuring the stories, culture and voice of Nepal.",1988,0.0,189,0
,"Nepal, legend and drama",Jnan Kaji Manandhar,Nepali Literature,"A Nepali literary work titled 'Nepal, legend and drama' by Jnan Kaji Manandhar, featuring the stories, culture and voice of Nepal.",1982,0.0,146,0
,"Nāṭaka, ekāṅkī-bicaraṇa",Śaradcandra Śarmā,Nepali Literature,"A Nepali literary work titled 'Nāṭaka, ekāṅkī-bicaraṇa' by Śaradcandra Śarmā, featuring the stories, culture and voice of Nepal.",1976,0.0,243,0
9789937518574.0,Nepālī nāṭya samālocanā,Khagendraprasāda Luiṭela,Nepali Literature,Critical study on Nepali drama.,2010,0.0,221,0
,Nāṭakako adhyayana,Keśavaprasāda Upādhyāya,Nepali Literature,Articles on Nepali drama.,1999,0.0,0,0
9789993324256.0,Nepālī nāṭaka ra nāṭakakāra,Keśavaprasāda Upādhyāya,Nepali Literature,Study of Nepali drama and dramatists.,2004,0.0,332,0
,Dārjiliṅamā Nepālī nāṭakako ardhaśatābdī,Indrabahādura Rāī,Nepali Literature,"A Nepali literary work titled 'Dārjiliṅamā Nepālī nāṭakako ardhaśatābdī' by Indrabahādura Rāī, featuring the stories, culture and voice of Nepal.",1984,0.0,85,0
,Nepālī nāṭakako itihāsa,Ratna Dhoj Joshi,Nepali Literature,"A Nepali literary work titled 'Nepālī nāṭakako itihāsa' by Ratna Dhoj Joshi, featuring the stories, culture and voice of Nepal.",1981,0.0,95,0
,"Nāṭaka, eka carcā",Vijaya Malla,Nepali Literature,"A Nepali literary work titled 'Nāṭaka, eka carcā' by Vijaya Malla, featuring the stories, culture and voice of Nepal.",1979,0.0,47,0
9789993339861.0,Nepālī nāṭaka tathā raṅgamañca,Keśavaprasāda Upādhyāya,Nepali Literature,Origin and development of Nepali drama and theater.,2003,0.0,296,0
9789937100168.0,Saḍakanāṭaka,Aśesha Malla,Nepali Literature,Study on Nepali street plays.,2009,0.0,184,0
9789937012843.0,Nepālako raṅgamañca,Kr̥shṇa Śāha Yātrī,Nepali Literature,History of theater in Nepal and Nepali drama.,2016,0.0,520,0
9789937511186.0,Aitihāsika nāṭaka ra nāṭakakāra Bālakr̥shṇa Sama,Rāmacandra Pokharela,Nepali Literature,"Study on Nepali drama with special reference to the dramatic works of Bālakr̥shṇa Sama, 1902-1981, Nepali author.",2008,0.0,412,0
9781136111709.0,Course in Nepali,David Matthews,Nepali Literature,"A Nepali literary work titled 'Course in Nepali' by David Matthews, featuring the stories, culture and voice of Nepal.",2013,0.0,0,0
,Nepālī bhāshā ra vyākaraṇa,Bishnu Gopal Risal,Nepali Literature,"A Nepali literary work titled 'Nepālī bhāshā ra vyākaraṇa' by Bishnu Gopal Risal, featuring the stories, culture and voice of Nepal.",1970,0.0,171,0
9780071737432.0,Complete Nepali,"Hutt, Michael, Pradhan, Krishna, Subedi, Abhi",Nepali Literature,"A Nepali literary work titled 'Complete Nepali' by Hutt, Michael, Pradhan, Krishna, Subedi, Abhi, featuring the stories, culture and voice of Nepal.",2010,0.0,432,0
,The structure of adjective phrases in Nepali,Devīprasāda Gautama,Nepali Literature,"A Nepali literary work titled 'The structure of adjective phrases in Nepali' by Devīprasāda Gautama, featuring the stories, culture and voice of Nepal.",1996,0.0,60,0
9788126026111.0,Dārjiliṅako Nepālībhāshī samudāya,Unknown,Nepali Literature,"Transition in cultural and linguistic space of the Nepali speaking community in Darjeeling; paper present at a national seminar held on March 11-12, 2007 at Darjeeling and organized by Sahitya Akademi and Salesian College, Darjeeling.",2009,0.0,186,0
,Gurūṅa-Nepālī-Aṅgejī tathā Nepālī-Guruṅa sabdakośa,Deu Bahadur Gurung,Nepali Literature,"A Nepali literary work titled 'Gurūṅa-Nepālī-Aṅgejī tathā Nepālī-Guruṅa sabdakośa' by Deu Bahadur Gurung, featuring the stories, culture and voice of Nepal.",1976,0.0,223,0
,Nepali language,Dayanand Srivastava,Nepali Literature,"A Nepali literary work titled 'Nepali language' by Dayanand Srivastava, featuring the stories, culture and voice of Nepal.",1962,0.0,145,0
,Tāmāṅa gyota (gyoi) lā gyāma chebuma =,Ajitamāna Tāmāṅa,Nepali Literature,Tamang-Nepali-English glossary.,1997,0.0,74,0
,Nepālī śabda bhaṇḍāra,Cakrapāṇī Khanāla,Nepali Literature,"Nepali vocabulary, semantic fields, the thesaurus and sense relations.",2008,0.0,130,0
,Nepali segmental phonology,Cūḍāmaṇi Regmī,Nepali Literature,"A Nepali literary work titled 'Nepali segmental phonology' by Cūḍāmaṇi Regmī, featuring the stories, culture and voice of Nepal.",1971,0.0,47,0
,Ṭhūlo Nepālī-Nepālī-Aṅgrejī kośa =,Paras Mani Pradhan,Nepali Literature,"A Nepali literary work titled 'Ṭhūlo Nepālī-Nepālī-Aṅgrejī kośa =' by Paras Mani Pradhan, featuring the stories, culture and voice of Nepal.",1983,0.0,635,0
,Nepali-Hindi kosa,India. Central Hindi Directorate,Nepali Literature,Nepali-Hindi dictionary. Published by Central Hindi Directorate.,2009,0.0,776,0
,Nepālī aura Hindī kā tulanātmaka adhyayana,Āśā Siṃha,Nepali Literature,Comparative study of the Hindi and Nepali grammars.,1983,0.0,295,0
,Tāmāṅa bhāshā bolacāla,Amr̥ta Hyonjana Tāmāṅa,Nepali Literature,Tamang language conservation book for Nepali speakers.,1993,0.0,78,0
,Illustrations of the literature and religion of the Buddhists,B. H. Hodgson,Nepali Literature,"A Nepali literary work titled 'Illustrations of the literature and religion of the Buddhists' by B. H. Hodgson, featuring the stories, culture and voice of Nepal.",1841,0.0,220,0
,Nepāla lipi saṅgraha,Hemaraj Sakya,Nepali Literature,"A Nepali literary work titled 'Nepāla lipi saṅgraha' by Hemaraj Sakya, featuring the stories, culture and voice of Nepal.",1967,0.0,45,0
9789993325017.0,Nepālī śabdasāgara,Unknown,Nepali Literature,Nepali language dictionary.,2001,0.0,1403,0
,Madhyacandrik,Somanatha Sharma,Nepali Literature,"A Nepali literary work titled 'Madhyacandrik' by Somanatha Sharma, featuring the stories, culture and voice of Nepal.",1919,0.0,220,0
9780898863116.0,Nepali for Trekkers,Stephen Bezruchka,Nepali Literature,"A Nepali literary work titled 'Nepali for Trekkers' by Stephen Bezruchka, featuring the stories, culture and voice of Nepal.",1991,0.0,53,0
,Purālekhana-paricaya,Dineśacandra Regmī,Nepali Literature,History and development of various scripts used in Nepal in ancient time.,1991,0.0,128,0
,"Tamu (Guruṅga), Nepālī, Aṅgrejī śabdakośa =",Dillī Jaṅga Guruṅga,Nepali Literature,"A Nepali literary work titled 'Tamu (Guruṅga), Nepālī, Aṅgrejī śabdakośa =' by Dillī Jaṅga Guruṅga, featuring the stories, culture and voice of Nepal.",1995,0.0,131,0
9789993357308.0,Tāmāṅ tām-bon =,Unknown,Nepali Literature,"A Nepali literary work titled 'Tāmāṅ tām-bon =' by Unknown, featuring the stories, culture and voice of Nepal.",2000,0.0,232,0
9788190564144.0,Nepāli bhāshikā khela =,Central Institute of Indian Languages,Nepali Literature,"A Nepali literary work titled 'Nepāli bhāshikā khela =' by Central Institute of Indian Languages, featuring the stories, culture and voice of Nepal.",2010,0.0,364,0
9789993371236.0,Pālpā-Gulmelī upabhāshika,Dīna Panthī,Nepali Literature,"Comparative study on Nepali language spoken in Gulmī, Pālpā, and Ardhākhān̐cī districts of Nepal.",2002,0.0,160,0
,Basic course in spoken Nepali,Tika B. Karki,Nepali Literature,"A Nepali literary work titled 'Basic course in spoken Nepali' by Tika B. Karki, featuring the stories, culture and voice of Nepal.",1974,0.0,233,0
,Arthavijñāna kī dr̥shṭi se Hindī evaṃ Nepālī śabdoṃ kā tulanātmaka adhyayana,Surendra Prasāda Sāha,Nepali Literature,Semantics of some Hindi and Nepali words.,1981,0.0,344,0
9789937215015.0,Nepālī varṇavinyāsamā padayoga ra padaviyogako samasyā,Aparṇā Pokharela,Nepali Literature,Word formation in Nepali language.,2009,0.0,115,0
9789993350477.0,Kośavijñāna ra Nepālī kośa,Rāmacandra Laṃsāla,Nepali Literature,"A Nepali literary work titled 'Kośavijñāna ra Nepālī kośa' by Rāmacandra Laṃsāla, featuring the stories, culture and voice of Nepal.",1989,0.0,255,0
9789993319139.0,Nepali in context,Daniel P. Watters,Nepali Literature,"A Nepali literary work titled 'Nepali in context' by Daniel P. Watters, featuring the stories, culture and voice of Nepal.",2000,0.0,489,0
9789993350668.0,Bhāshika cintana,Ṭīkārāma Panthī,Nepali Literature,"Collection of articles on Nepali language, previously published in various magazines",2003,0.0,159,0
9780883120446.0,"Clause, sentence, and discourse patterns in selected languages of Nepal. Part II, Clause",Irvine Davis,Nepali Literature,"A Nepali literary work titled 'Clause, sentence, and discourse patterns in selected languages of Nepal. Part II, Clause' by Irvine Davis, featuring the stories, culture and voice of Nepal.",1973,0.0,249,0
9780883120453.0,"Clause, sentence, and discourse patterns in selected languages of Nepal. Part III, Texts",Irvine Davis,Nepali Literature,"A Nepali literary work titled 'Clause, sentence, and discourse patterns in selected languages of Nepal. Part III, Texts' by Irvine Davis, featuring the stories, culture and voice of Nepal.",1973,0.0,434,0
9789993304616.0,Ḍā. Ballabhamaṇi Dāhālakā bhāshika cintana,Ballabh Mani Dahal,Nepali Literature,Selection of articles on Nepali language.,2004,0.0,259,0
9789994620128.0,Ḍā. Ballabhamaṇi Dāhālakā racanāharu,Ballabh Mani Dahal,Nepali Literature,Complete works of a Nepali linguist.,2006,0.0,440,0
,Paccīsa varshakā bhāshika carcā,Bālakr̥shṇa Pokharela,Nepali Literature,"A Nepali literary work titled 'Paccīsa varshakā bhāshika carcā' by Bālakr̥shṇa Pokharela, featuring the stories, culture and voice of Nepal.",1982,0.0,258,0
9789937593052.0,Nepālī bhāshāmā Ṭarnarako yogadāna,Sukuma Śarmā,Nepali Literature,"Contribution of Sir Ralph Lily Turner, 1888-1983, to development of Nepali language.",2012,0.0,236,0
,Jimdo Nepāli bhāsā,Śivarāja Ācārya,Nepali Literature,"A Nepali literary work titled 'Jimdo Nepāli bhāsā' by Śivarāja Ācārya, featuring the stories, culture and voice of Nepal.",1973,0.0,0,0
,Nepālī bhāshāmā Ṭarnarako yogadāna,Sukuma Śarmā,Nepali Literature,"Contribution of Sir Ralph Lilley Turner, b. 1888 in the development of Nepali language.",2002,0.0,141,0
9789993343776.0,Hāmro bhāshā,Saraccandra Vastī,Nepali Literature,Articles on Nepali language.,2006,0.0,232,0
,Nepālī bhāshā āndolanako sandarbhamā bhāshā samasyā ra Mārksavāda,Janārdana Thāpā,Nepali Literature,Articles on the recognition of Nepali language in India; Marxist viewpoint.,1993,0.0,38,0
9780883120439.0,"Clause, Sentence and Discourse Patterns in Selected Languages of Nepal",Austin Hale,Nepali Literature,"A Nepali literary work titled 'Clause, Sentence and Discourse Patterns in Selected Languages of Nepal' by Austin Hale, featuring the stories, culture and voice of Nepal.",1973,0.0,0,0
,Cānacuna,Mahānanda Sāpakoṭā.,Nepali Literature,"A Nepali literary work titled 'Cānacuna' by Mahānanda Sāpakoṭā., featuring the stories, culture and voice of Nepal.",1965,0.0,148,0
9781283962711.0,Course in Nepali,David Matthews,Nepali Literature,"A Nepali literary work titled 'Course in Nepali' by David Matthews, featuring the stories, culture and voice of Nepal.",2013,0.0,0,0
